OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,geometry
7156,0115610034,NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,5141 BROADWAY,NEW YORK,NY,10034,NOT AVAILABLE,(212) 932-4000,GENERAL ACUTE CARE,OPEN,196,NEW YORK,36061,USA,40.873275237,-73.913050326,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,http://www.nyp.org/allenhospital,7099003H,NOT AVAILABLE,36,NON-PROFIT,-999,196,NOT AVAILABLE,N,POINT (-73.91305032599996 40.87327523700003)
7161,0116610021,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,NOT AVAILABLE,(212) 327-7511,GENERAL ACUTE CARE,OPEN,40,NEW YORK,36061,USA,40.7630474440001,-73.954623172,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,https://www.rucares.org/,7002031H,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,40,NOT AVAILABLE,N,POINT (-73.95462317199997 40.76304744400004)
7164,0118610019,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NOT AVAILABLE,(212) 523-7225,GENERAL ACUTE CARE,OPEN,514,NEW YORK,36061,USA,40.769820607,-73.987401899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-05-12T00:00:00,http://www.roosevelthospitalnyc.org/index.aspx,NOT AVAILABLE,MOUNT SINAI ROOSEVELT,36,NON-PROFIT,-999,514,NOT AVAILABLE,N,POINT (-73.98740189899996 40.76982060700005)
7166,0119310038,NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NOT AVAILABLE,(212) 312-5175,GENERAL ACUTE CARE,OPEN,180,NEW YORK,36061,USA,40.7105167880001,-74.0052978259999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-24T00:00:00,http://www.nyp.org/lowermanhattan,NOT AVAILABLE,NEW YORK DOWNTOWN HOSPITAL,36,NON-PROFIT,-999,180,NOT AVAILABLE,N,POINT (-74.00529782599995 40.71051678800005)
7309,0016511229,NEW YORK COMMUNITY HOSPITAL,2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NOT AVAILABLE,(718) 692-5300,GENERAL ACUTE CARE,OPEN,134,KINGS,36047,USA,40.6137709920001,-73.948710782,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.nych.com,7001008H,NOT AVAILABLE,36,NON-PROFIT,-999,134,NOT AVAILABLE,N,POINT (-73.94871078199998 40.61377099200007)
4154,0018910021,GRACIE SQUARE HOSPITAL,"420 E 76TH ST, 2ND, 3RD, 4TH & 5TH FLOORS",NEW YORK,NY,10021,NOT AVAILABLE,(212) 988-4400,PSYCHIATRIC,OPEN,157,NEW YORK,36061,USA,40.7697165000001,-73.9530213479999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.nygsh.org,1458,NOT AVAILABLE,36,NON-PROFIT,-999,157,NOT AVAILABLE,N,POINT (-73.95302134799994 40.76971650000007)
3347,0015510461,CALVARY HOSPITAL,1740 EASTCHESTER RD,BRONX,NY,10461,NOT AVAILABLE,(718) 518-2000,LONG TERM CARE,OPEN,225,BRONX,36005,USA,40.847989887,-73.8439416259999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-02-10T00:00:00,http://www.calvaryhospital.org,7000011H,NOT AVAILABLE,36,NON-PROFIT,-999,225,NOT AVAILABLE,N,POINT (-73.84394162599995 40.84798988700003)
3349,0016811219,MAIMONIDES MEDICAL CENTER,4802 10TH AVE,BROOKLYN,NY,11219,NOT AVAILABLE,(718) 283-6000,GENERAL ACUTE CARE,OPEN,679,KINGS,36047,USA,40.6394788750001,-73.998452635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-02-10T00:00:00,http://www.maimonidesmed.org/,7001020H,NOT AVAILABLE,36,NON-PROFIT,-999,679,NOT AVAILABLE,N,POINT (-73.99845263499998 40.63947887500006)
3351,0018010021,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH ST,NEW YORK,NY,10021,NOT AVAILABLE,(212) 606-1236,SPECIAL,OPEN,215,NEW YORK,36061,USA,40.764923384,-73.952314852,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.hss.edu,7002012H,NOT AVAILABLE,36,NON-PROFIT,-999,215,NOT AVAILABLE,N,POINT (-73.95231485199997 40.76492338400004)
3352,0018210029,METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,NEW YORK,NY,10029,NOT AVAILABLE,(212) 423-8993,GENERAL ACUTE CARE,OPEN,338,NEW YORK,36061,USA,40.78492694,-73.944530229,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-01-03T00:00:00,http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml,7002021H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,338,NOT AVAILABLE,N,POINT (-73.94453022899995 40.78492694000005)
3353,0018410003,NEW YORK EYE AND EAR INFIRMARY,310 E 14TH ST,NEW YORK,NY,10003,NOT AVAILABLE,(212) 979-4000,SPECIAL,OPEN,69,NEW YORK,36061,USA,40.7318530630001,-73.98448331,622310,"EYE, EAR, NOSE, AND THROAT HOSPITALS",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-02-10T00:00:00,http://www.nyee.edu,7002026H,NOT AVAILABLE,36,NON-PROFIT,-999,69,NOT AVAILABLE,N,POINT (-73.98448330999997 40.73185306300008)
3354,0018710001,MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,10001,NOT AVAILABLE,(212) 241-7005,GENERAL ACUTE CARE,OPEN,1144,NEW YORK,36061,USA,40.7897675310001,-73.9532142739999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.mountsinai.org,7002024H,NOT AVAILABLE,36,NON-PROFIT,-999,1144,NOT AVAILABLE,N,POINT (-73.95321427399995 40.78976753100005)
3355,0019511432,QUEENS HOSPITAL CENTER,82-68 164TH ST,JAMAICA,NY,11432,NOT AVAILABLE,(718) 883-2350,GENERAL ACUTE CARE,OPEN,247,QUEENS,36081,USA,40.7170722130001,-73.804556192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-01-03T00:00:00,http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml,7003007H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,247,NOT AVAILABLE,N,POINT (-73.80455619199995 40.71707221300005)
3360,0020011375,FOREST HILLS HOSPITAL,102-01 66 ROAD,FOREST HILLS,NY,11375,NOT AVAILABLE,(516) 562-4060,GENERAL ACUTE CARE,OPEN,222,QUEENS,36081,USA,40.7289946700001,-73.8515067069999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,https://www.northwell.edu/find-care/locations/long-island-jewish-forest-hills,7003013H,LONG ISLAND JEWISH FOREST HILLS,36,NON-PROFIT,-999,222,NOT AVAILABLE,N,POINT (-73.85150670699994 40.72899467000007)
3361,0020211206,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NOT AVAILABLE,(718) 388-5889,GENERAL ACUTE CARE,OPEN,388,KINGS,36047,USA,40.6995226670001,-73.942378984,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.nyc.gov/html/hhc,7001045H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,388,NOT AVAILABLE,Y,POINT (-73.94237898399996 40.69952266700005)
3364,0114611203,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NOT AVAILABLE,(718) 604-5000,GENERAL ACUTE CARE,OPEN,303,KINGS,36047,USA,40.6594404510001,-73.933545308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,http://www.kingsbrook.org/,7001033H,NOT AVAILABLE,36,NON-PROFIT,-999,303,NOT AVAILABLE,N,POINT (-73.93354530799996 40.65944045100007)
3365,0114710011,LENOX HILL HEALTHPLEX,30 SEVENTH AVENUE,NEW YORK,NY,10011,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,NEW YORK,36061,USA,40.737739913,-74.000744566,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,36,NOT AVAILABLE,-999,-999,NOT AVAILABLE,N,POINT (-74.00074456599998 40.73773991300004)
3366,0114811040,LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVE,NEW HYDE PARK,NY,11040,NOT AVAILABLE,(718) 470-7764,GENERAL ACUTE CARE,OPEN,1025,QUEENS,36081,USA,40.7543432750001,-73.70810636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,https://www.northwell.edu/find-care/locations/long-island-jewish-medical-center,7003004H,NOT AVAILABLE,36,NON-PROFIT,-999,1025,NOT AVAILABLE,N,POINT (-73.70810635999999 40.75434327500005)
3369,0115511102,MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,NOT AVAILABLE,(718) 932-1000,GENERAL ACUTE CARE,OPEN,228,QUEENS,36081,USA,40.7682950600001,-73.9248843399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-11T00:00:00,http://www.mshq.org/,7003015H,NOT AVAILABLE,36,NOT AVAILABLE,-999,228,NOT AVAILABLE,N,POINT (-73.92488433999995 40.76829506000008)
3381,0118110461,MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER RD,BRONX,NY,10461,NOT AVAILABLE,(718) 904-2000,GENERAL ACUTE CARE,OPEN,421,BRONX,36005,USA,40.8498892050001,-73.845890219,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-05-12T00:00:00,http://www.montefiore.org/,NOT AVAILABLE,NOT AVAILABLE,36,NON-PROFIT,-999,421,NOT AVAILABLE,N,POINT (-73.84589021899995 40.84988920500007)
3388,0119111203,UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,NOT AVAILABLE,(718) 270-2401,GENERAL ACUTE CARE,OPEN,342,KINGS,36047,USA,40.6548418790001,-73.944227854,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-24T00:00:00,http://www.downstate.edu/uhb/,7001037H,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,342,NOT AVAILABLE,N,POINT (-73.94422785399996 40.65484187900005)
3389,0119410016,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NOT AVAILABLE,(212) 263-5500,GENERAL ACUTE CARE,OPEN,844,NEW YORK,36061,USA,40.7420469040001,-73.9739293339999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-24T00:00:00,http://nyulangone.org/locations/tisch-hospital,7002053H,NOT AVAILABLE,36,NOT AVAILABLE,-999,844,NOT AVAILABLE,N,POINT (-73.97392933399993 40.74204690400006)
3392,0120210304,STATEN ISLAND UNIV HOSP-CONCORD DIV,1050 TARGEE STREET,STATEN ISLAND,NY,10304,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,RICHMOND,36085,USA,40.6030640290001,-74.091820247,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-24T00:00:00,NOT AVAILABLE,7004005H,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-74.09182024699999 40.60306402900005)
3393,0121210003,MOUNT SINAI BETH ISRAEL,FIRST AVE AT 16TH STREET,NEW YORK,NY,10003,NOT AVAILABLE,(212) 420-2873,GENERAL ACUTE CARE,OPEN,825,NEW YORK,36061,USA,40.733104806,-73.98177078,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-02-24T00:00:00,http://www.bethisraelny.org/,7002002H,NOT AVAILABLE,36,NON-PROFIT,-999,825,NOT AVAILABLE,Y,POINT (-73.98177077999998 40.73310480600003)
3400,0010710010,VA MEDICAL CENTER - MANHATTAN CAMPUS,423 E 23RD ST,NEW YORK,NY,10010,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,NEW YORK,36061,USA,40.7368814710001,-73.9770792699999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-05-22T00:00:00,http://www.nyharbor.va.gov/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,POINT (-73.97707926999993 40.73688147100005)
3402,0011011209,VA MEDICAL CENTER - BROOKLYN CAMPUS,800 POLY PL,BROOKLYN,NY,11209,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,-999,KINGS,36047,USA,40.6079228470001,-74.0241864339999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-05-22T00:00:00,http://www.nyharbor.va.gov/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,POINT (-74.02418643399994 40.60792284700004)
3403,0011211425,ST. ALBANS COMMUNITY LIVING CENTER,179-00 LINDEN BLVD,JAMAICA,NY,11425,NOT AVAILABLE,(718) 526-1000,MILITARY,OPEN,-999,QUEENS,36081,USA,40.6906466670001,-73.768675768,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2015-05-22T00:00:00,http://www.nyharbor.va.gov/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N,POINT (-73.76867576799998 40.69064666700006)
3826,0019310044,GOLDWATER SPECIALTY HOSPITAL,1 MAIN STREET ROOSEVELT ISLAND,NEW YORK,NY,10044,NOT AVAILABLE,(212) 318-8000,GENERAL ACUTE CARE,CLOSED,1000,NEW YORK,36061,USA,40.753979142,-73.957174147,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-04-16T00:00:00,http://www.nyc.gov/html/hhc/coler-goldwater/home.html,1486,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,1000,NOT AVAILABLE,N,POINT (-73.95717414699999 40.75397914200004)
3831,0013710461,BURKE REHABILITATION CENTER,2826 WESTCHESTER AVE,BRONX,NY,10461,NOT AVAILABLE,(718) 515-2400,REHABILITATION,OPEN,-999,BRONX,36005,USA,40.844183564,-73.835355088,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2019-04-16T00:00:00,http://www.burke.org/,1046,NOT AVAILABLE,36,NON-PROFIT,-999,-999,NOT AVAILABLE,N,POINT (-73.83535508799997 40.84418356400004)
3833,0017111213,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVE,BROOKLYN,NY,11213,NOT AVAILABLE,(718) 613-4000,GENERAL ACUTE CARE,OPEN,287,KINGS,36047,USA,40.6782330440001,-73.937368335,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2019-04-16T00:00:00,http://www.interfaithmedical.com,7001046H,NOT AVAILABLE,36,NON-PROFIT,-999,287,NOT AVAILABLE,N,POINT (-73.93736833499997 40.67823304400008)
3906,0169510461,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,10461,NOT AVAILABLE,(718) 931-0600,PSYCHIATRIC,OPEN,-999,BRONX,36005,USA,40.8471885170001,-73.8398582849999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-09T00:00:00,https://www.omh.ny.gov/omhweb/facilities/brpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.83985828499993 40.84718851700006)
3908,0169610461,NEW YORK CITY CHILDREN'S CENTER - INPATIENT,1300 WATERS PLACE,BRONX,NY,10461,NOT AVAILABLE,(718) 239-3600,PSYCHIATRIC,OPEN,-999,BRONX,36005,USA,40.8465936520001,-73.838501993,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://www.omh.ny.gov/omhweb/facilities/nyccc/bcpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.83850199299997 40.84659365200007)
3912,0170311203,KINGSBORO PSYCHIATRIC CENTER,681 CLARKSON AVE,BROOKLYN,NY,11203,2199,(718) 221-7700,PSYCHIATRIC,OPEN,-999,KINGS,36047,USA,40.656485511,-73.9391347489999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://www.omh.ny.gov/omhweb/facilities/kbpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.93913474899995 40.65648551100001)
3914,0170510035,KIRBY FORENSIC PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,10035,NOT AVAILABLE,(646) 672-5800,PSYCHIATRIC,OPEN,-999,NEW YORK,36061,USA,40.790004368,-73.929127347,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://www.omh.ny.gov/omhweb/facilities/krpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.92912734699996 40.79000436800003)
3915,0170610035,MANHATTAN PSYCHIATRIC CENTER,600 EAST 125TH STREET,WARDS ISLAND,NY,10035,NOT AVAILABLE,(646) 672-6767,PSYCHIATRIC,OPEN,-999,NEW YORK,36061,USA,40.7883054330001,-73.930769175,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://www.omh.ny.gov/omhweb/facilities/mapc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.93076917499997 40.78830543300005)
3916,0171110032,NEW YORK PSYCHIATRIC INSTITUTE,1051 RIVERSIDE DRIVE,NEW YORK,NY,10032,NOT AVAILABLE,NOT AVAILABLE,PSYCHIATRIC,OPEN,-999,NEW YORK,36061,USA,40.8424020360001,-73.9445483869999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://nyspi.org/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.94454838699994 40.84240203600006)
3920,0171811427,CREEDMOOR PSYCHIATRIC CENTER,79-25 WINCHESTER BLVD,QUEENS VILLAGE,NY,11427,2147,(718) 464-7500,PSYCHIATRIC,OPEN,-999,QUEENS,36081,USA,40.7411395090001,-73.7315252989999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-09T00:00:00,https://www.omh.ny.gov/omhweb/facilities/crpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.73152529899994 40.74113950900005)
3921,0177611426,NEW YORK CITY CHILDREN'S CENTER QUEENS INPATIENT,74-03 COMMONWEALTH BLVD,BELLEROSE,NY,11426,NOT AVAILABLE,(718) 264-4500,PSYCHIATRIC,OPEN,-999,QUEENS,36081,USA,40.7455367530001,-73.725743209,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-10T00:00:00,https://www.omh.ny.gov/omhweb/facilities/nyccc/qcpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-73.72574320899997 40.74553675300006)
3922,0175910305,SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NOT AVAILABLE,(718) 667-2300,PSYCHIATRIC,OPEN,-999,RICHMOND,36085,USA,40.582015046,-74.080617272,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2019-05-09T00:00:00,https://www.omh.ny.gov/omhweb/facilities/sbpc/,NOT AVAILABLE,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,-999,NOT AVAILABLE,N,POINT (-74.08061727199998 40.58201504600004)
6256,0019010044,COLER-GOLDWATER SPECIALTY HOSPITAL & NURSING FACILITY - COLER HOSPITAL SITE,900 MAIN STREET ROOSEVELT ISLAND,NEW YORK,NY,10044,NOT AVAILABLE,(212) 848-6000,LONG TERM CARE,CLOSED,210,NEW YORK,36061,USA,40.770302143,-73.942143877,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY/OTHER,2014-02-10T00:00:00,http://www.nychealthandhospitals.org/coler/,7002051H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,210,NOT AVAILABLE,N,POINT (-73.94214387699998 40.77030214300004)
6810,0015710451,LINCOLN HOSPITAL,234 E 149TH ST,BRONX,NY,10451,NOT AVAILABLE,(212) 579-4900,GENERAL ACUTE CARE,OPEN,362,BRONX,36005,USA,40.817173053,-73.924376651,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00,IMAGERY,2014-01-03T00:00:00,http://www.nyc.gov/html/hhc/lincoln/,1172,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,362,LEVEL I,N,POINT (-73.92437665099999 40.81717305300003)
